cod;nome;período;de-homens-por-armas-de-fogo;de-jovens-homens;de-jovens-mulheres;de-jovens-por-armas-de-fogo;de-jovens;de-mulheres-por-armas-de-fogo;homens-nao-negros;homens-negros;homens;homicidios;mulheres-nao-negras;mulheres-negras;mulheres;nao-negros;negros;por-armas-de-fogo
32;ES;2012;293.0;887;82;866.0;969.0;106.0;175.0;1205.0;1504.0;1667.0;17.0;137.0;163.0;192.0;1342.0;1335
32;ES;2013;342.0;905;80;869.0;985.0;114.0;201.0;1182.0;1451.0;1622.0;36.0;129.0;171.0;237.0;1311.0;1290
32;ES;2014;430.0;889;69;842.0;958.0;89.0;218.0;1206.0;1469.0;1609.0;25.0;110.0;140.0;243.0;1316.0;1292
32;ES;2015;367.0;775;55;709.0;830.0;78.0;163.0;1061.0;1308.0;1450.0;24.0;107.0;141.0;187.0;1168.0;1093
32;ES;2016;417.0;670;37;622.0;707.0;57.0;126.0;943.0;1166.0;1270.0;18.0;81.0;104.0;144.0;1024.0;968
32;ES;2017;351.0;789;59;771.0;848.0;89.0;161.0;1098.0;1369.0;1521.0;26.0;116.0;151.0;187.0;1214.0;1227
32;ES;2018;358.0;577;41;548.0;618.0;55.0;111.0;887.0;1063.0;1165.0;20.0;76.0;100.0;131.0;964.0;891
32;ES;2019;331.0;538;31;501.0;569.0;42.0;90.0;802.0;946.0;1043.0;13.0;73.0;97.0;103.0;875.0;781
32;ES;2020;411.0;618;50;578.0;668.0;58.0;122.0;865.0;1122.0;1229.0;16.0;78.0;101.0;139.0;943.0;930
32;ES;2021;519.0;536;30;496.0;567.0;62.0;126.0;874.0;1127.0;1253.0;25.0;88.0;125.0;151.0;963.0;892
52;GO;1996;403.0;291;55;223.0;346.0;66.0;0.0;0.0;663.0;782.0;0.0;0.0;119.0;0.0;0.0;469
52;GO;1997;387.0;293;32;207.0;327.0;42.0;68.0;121.0;646.0;744.0;13.0;16.0;94.0;81.0;137.0;431
52;GO;1998;390.0;294;24;217.0;325.0;36.0;71.0;180.0;616.0;704.0;12.0;12.0;76.0;84.0;193.0;434
52;GO;1999;472.0;366;50;290.0;416.0;60.0;148.0;245.0;733.0;853.0;40.0;28.0;117.0;188.0;274.0;534
52;GO;2000;603.0;482;65;406.0;548.0;71.0;269.0;472.0;940.0;1085.0;51.0;53.0;142.0;320.0;526.0;706
52;GO;2001;595.0;533;58;420.0;591.0;64.0;306.0;606.0;1035.0;1167.0;42.0;61.0;131.0;348.0;667.0;752
52;GO;2002;692.0;647;62;520.0;709.0;76.0;361.0;666.0;1225.0;1370.0;50.0;68.0;145.0;411.0;734.0;893
52;GO;2003;800.0;647;66;522.0;713.0;69.0;301.0;709.0;1201.0;1346.0;45.0;74.0;143.0;346.0;784.0;868
52;GO;2004;865.0;757;59;601.0;816.0;50.0;411.0;830.0;1377.0;1524.0;64.0;64.0;142.0;475.0;896.0;988
52;GO;2005;945.0;776;54;619.0;830.0;52.0;361.0;920.0;1334.0;1468.0;46.0;83.0;133.0;408.0;1003.0;937
52;GO;2006;1017.0;766;59;602.0;825.0;69.0;332.0;985.0;1364.0;1509.0;48.0;91.0;143.0;381.0;1076.0;984
52;GO;2007;1181.0;789;60;643.0;849.0;73.0;341.0;970.0;1382.0;1521.0;51.0;82.0;139.0;392.0;1052.0;1009
52;GO;2008;1284.0;914;57;739.0;971.0;82.0;364.0;1204.0;1629.0;1792.0;49.0;104.0;160.0;413.0;1309.0;1201
52;GO;2009;1441.0;915;62;740.0;977.0;76.0;365.0;1327.0;1733.0;1902.0;45.0;117.0;165.0;410.0;1446.0;1260
52;GO;2010;1954.0;1003;85;803.0;1088.0;80.0;349.0;1403.0;1795.0;1979.0;48.0;128.0;182.0;397.0;1533.0;1317
52;GO;2011;1944.0;1098;103;941.0;1201.0;129.0;392.0;1537.0;2005.0;2272.0;67.0;182.0;262.0;459.0;1721.0;1579
52;GO;2012;2992.0;1394;124;1195.0;1518.0;133.0;511.0;1963.0;2540.0;2793.0;67.0;171.0;247.0;578.0;2134.0;1955
52;GO;2013;3455.0;1484;114;1293.0;1598.0;141.0;557.0;2076.0;2698.0;2975.0;66.0;191.0;271.0;624.0;2268.0;2138
52;GO;2014;3595.0;1439;129;1299.0;1568.0;153.0;574.0;1986.0;2591.0;2887.0;77.0;212.0;290.0;651.0;2198.0;2054
52;GO;2015;3227.0;1516;102;1328.0;1618.0;134.0;601.0;2087.0;2734.0;2997.0;76.0;176.0;255.0;677.0;2263.0;2161
52;GO;2016;2769.0;1575;99;1346.0;1675.0;128.0;582.0;2168.0;2789.0;3036.0;54.0;180.0;238.0;638.0;2349.0;2143
52;GO;2017;4416.0;1491;110;1286.0;1601.0;129.0;501.0;2094.0;2638.0;2901.0;59.0;190.0;256.0;561.0;2284.0;2057
52;GO;2018;3825.0;1354;88;1168.0;1442.0;117.0;482.0;1929.0;2448.0;2675.0;63.0;154.0;220.0;545.0;2086.0;1860
52;GO;2019;1741.0;1131;57;881.0;1188.0;67.0;422.0;1627.0;2089.0;2253.0;43.0;115.0;161.0;465.0;1742.0;1457
52;GO;2020;3189.0;1135;55;876.0;1190.0;54.0;404.0;1594.0;2040.0;2177.0;36.0;93.0;134.0;440.0;1687.0;1391
52;GO;2021;2709.0;860;48;604.0;909.0;51.0;333.0;1304.0;1664.0;1812.0;47.0;95.0;145.0;380.0;1401.0;1012
21;MA;1996;174.0;148;14;88.0;162.0;12.0;0.0;0.0;330.0;363.0;0.0;0.0;31.0;0.0;0.0;187
21;MA;1997;127.0;132;17;71.0;149.0;19.0;33.0;170.0;285.0;333.0;8.0;18.0;46.0;41.0;189.0;148
21;MA;1998;121.0;118;13;68.0;131.0;9.0;29.0;177.0;247.0;278.0;5.0;18.0;30.0;34.0;196.0;130
21;MA;1999;95.0;105;7;44.0;113.0;7.0;37.0;135.0;233.0;262.0;3.0;14.0;27.0;41.0;149.0;102
21;MA;2000;138.0;170;17;64.0;187.0;12.0;56.0;230.0;320.0;352.0;4.0;24.0;32.0;60.0;254.0;141
21;MA;2001;202.0;271;25;120.0;296.0;19.0;81.0;403.0;509.0;563.0;16.0;36.0;54.0;97.0;439.0;221
21;MA;2002;186.0;289;13;115.0;302.0;14.0;90.0;462.0;567.0;606.0;7.0;31.0;39.0;97.0;493.0;253
21;MA;2003;272.0;389;30;176.0;419.0;27.0;109.0;599.0;726.0;795.0;11.0;58.0;69.0;120.0;657.0;351
21;MA;2004;228.0;373;25;196.0;398.0;23.0;79.0;587.0;679.0;732.0;9.0;44.0;53.0;88.0;631.0;355
21;MA;2005;256.0;481;30;276.0;511.0;21.0;130.0;725.0;877.0;935.0;8.0;49.0;58.0;138.0;774.0;489
21;MA;2006;285.0;497;30;256.0;527.0;24.0;135.0;753.0;902.0;969.0;8.0;58.0;67.0;143.0;811.0;479
21;MA;2007;415.0;592;31;353.0;623.0;23.0;144.0;911.0;1063.0;1127.0;13.0;50.0;63.0;157.0;962.0;602
21;MA;2008;500.0;677;37;408.0;714.0;25.0;144.0;1030.0;1196.0;1277.0;12.0;67.0;81.0;156.0;1097.0;698
21;MA;2009;590.0;737;38;458.0;775.0;32.0;142.0;1143.0;1311.0;1398.0;19.0;67.0;87.0;161.0;1210.0;785
21;MA;2010;578.0;785;52;480.0;837.0;42.0;133.0;1242.0;1402.0;1519.0;18.0;99.0;117.0;151.0;1341.0;827
21;MA;2011;744.0;765;55;515.0;820.0;51.0;184.0;1255.0;1460.0;1591.0;20.0;109.0;131.0;204.0;1364.0;944
21;MA;2012;824.0;910;42;653.0;952.0;41.0;172.0;1459.0;1662.0;1777.0;16.0;96.0;114.0;188.0;1555.0;1152
21;MA;2013;1094.0;1114;57;790.0;1171.0;58.0;184.0;1788.0;2031.0;2163.0;23.0;107.0;131.0;208.0;1895.0;1397
21;MA;2014;1246.0;1248;62;962.0;1311.0;75.0;215.0;2048.0;2307.0;2462.0;21.0;129.0;152.0;236.0;2179.0;1688
21;MA;2015;1181.0;1200;56;968.0;1257.0;67.0;240.0;2003.0;2286.0;2438.0;27.0;115.0;148.0;267.0;2118.0;1718
21;MA;2016;1493.0;1157;55;873.0;1212.0;84.0;247.0;1963.0;2247.0;2408.0;24.0;133.0;159.0;271.0;2097.0;1625
21;MA;2017;1804.0;1063;49;822.0;1112.0;56.0;169.0;1855.0;2051.0;2180.0;12.0;113.0;127.0;181.0;1968.0;1483
21;MA;2018;1561.0;935;41;698.0;976.0;50.0;170.0;1656.0;1856.0;1982.0;11.0;109.0;122.0;181.0;1767.0;1284
21;MA;2019;1106.0;753;47;567.0;801.0;44.0;165.0;1402.0;1584.0;1704.0;19.0;93.0;114.0;186.0;1498.0;1074
21;MA;2020;1157.0;960;53;786.0;1013.0;67.0;201.0;1736.0;1961.0;2103.0;16.0;123.0;140.0;217.0;1860.0;1447
21;MA;2021;975.0;896;47;736.0;943.0;71.0;197.0;1644.0;1868.0;1999.0;18.0;110.0;131.0;215.0;1754.0;1447
31;MG;1996;559.0;501;77;336.0;579.0;87.0;2.0;0.0;1075.0;1261.0;0.0;0.0;185.0;2.0;0.0;647
31;MG;1997;656.0;532;69;387.0;601.0;72.0;262.0;519.0;1168.0;1347.0;49.0;60.0;179.0;311.0;579.0;728
31;MG;1998;788.0;648;81;480.0;729.0;77.0;363.0;700.0;1310.0;1511.0;57.0;92.0;201.0;420.0;792.0;865
31;MG;1999;650.0;693;98;413.0;792.0;74.0;368.0;732.0;1373.0;1596.0;69.0;110.0;222.0;437.0;842.0;725
31;MG;2000;451.0;1058;108;900.0;1166.0;117.0;541.0;1126.0;1857.0;2109.0;102.0;125.0;252.0;643.0;1251.0;1420
31;MG;2001;575.0;1153;102;957.0;1255.0;97.0;673.0;1304.0;2124.0;2366.0;94.0;119.0;241.0;767.0;1423.0;1558
31;MG;2002;675.0;1504;120;1249.0;1624.0;142.0;783.0;1776.0;2700.0;2994.0;120.0;151.0;294.0;903.0;1927.0;2049
31;MG;2003;740.0;2062;179;1814.0;2241.0;200.0;996.0;2340.0;3493.0;3869.0;152.0;199.0;376.0;1148.0;2539.0;2815
31;MG;2004;719.0;2386;185;2154.0;2571.0;220.0;1063.0;2686.0;3913.0;4286.0;115.0;230.0;373.0;1178.0;2916.0;3255
31;MG;2005;873.0;2301;160;2039.0;2461.0;204.0;999.0;2658.0;3846.0;4223.0;143.0;212.0;377.0;1142.0;2870.0;3099
31;MG;2006;1244.0;2220;186;1990.0;2408.0;204.0;1103.0;2520.0;3783.0;4177.0;138.0;238.0;392.0;1242.0;2759.0;3075
31;MG;2007;1478.0;2168;176;1914.0;2344.0;218.0;1030.0;2528.0;3722.0;4125.0;131.0;248.0;403.0;1161.0;2776.0;2983
31;MG;2008;1541.0;2014;190;1764.0;2204.0;174.0;938.0;2407.0;3511.0;3889.0;133.0;221.0;377.0;1071.0;2628.0;2755
31;MG;2009;1479.0;1894;168;1646.0;2062.0;197.0;923.0;2261.0;3340.0;3742.0;132.0;246.0;402.0;1055.0;2507.0;2603
31;MG;2010;1633.0;1772;184;1523.0;1956.0;197.0;797.0;2256.0;3236.0;3646.0;141.0;259.0;409.0;938.0;2515.0;2456
31;MG;2011;1819.0;2058;192;1831.0;2250.0;220.0;1061.0;2622.0;3804.0;4262.0;165.0;283.0;457.0;1226.0;2906.0;3000
31;MG;2012;1637.0;2296;216;2031.0;2512.0;216.0;1102.0;2896.0;4100.0;4562.0;148.0;303.0;460.0;1250.0;3200.0;3228
31;MG;2013;1756.0;2411;183;2180.0;2595.0;205.0;1118.0;3076.0;4286.0;4717.0;145.0;274.0;427.0;1264.0;3350.0;3468
31;MG;2014;1721.0;2405;168;2126.0;2573.0;171.0;1075.0;3153.0;4319.0;4724.0;141.0;259.0;403.0;1216.0;3412.0;3377
31;MG;2015;1415.0;2213;165;1972.0;2378.0;204.0;1009.0;3033.0;4114.0;4532.0;139.0;267.0;415.0;1149.0;3300.0;3214
31;MG;2016;1473.0;2365;148;2047.0;2513.0;169.0;1054.0;3099.0;4246.0;4622.0;122.0;247.0;375.0;1177.0;3346.0;3321
31;MG;2017;1449.0;2088;129;1814.0;2217.0;146.0;974.0;2885.0;3911.0;4299.0;122.0;261.0;388.0;1096.0;3146.0;3067
31;MG;2018;1135.0;1497;129;1303.0;1626.0;137.0;728.0;2265.0;3022.0;3372.0;105.0;241.0;349.0;833.0;2506.0;2237
31;MG;2019;786.0;1252;97;1083.0;1349.0;120.0;648.0;1938.0;2598.0;2893.0;86.0;207.0;295.0;734.0;2145.0;1878
31;MG;2020;827.0;1201;86;980.0;1287.0;99.0;660.0;1789.0;2473.0;2743.0;102.0;166.0;270.0;762.0;1955.0;1702
31;MG;2021;707.0;1051;74;858.0;1125.0;86.0;611.0;1688.0;2327.0;2577.0;88.0;159.0;249.0;699.0;1847.0;1594
50;MS;1996;418.0;285;33;223.0;318.0;49.0;0.0;0.0;642.0;722.0;0.0;0.0;79.0;0.0;0.0;468
50;MS;1997;453.0;285;22;232.0;307.0;38.0;3.0;1.0;652.0;729.0;0.0;0.0;71.0;3.0;1.0;495
50;MS;1998;376.0;268;38;210.0;306.0;41.0;10.0;8.0;595.0;670.0;3.0;2.0;73.0;13.0;10.0;418
50;MS;1999;315.0;240;24;169.0;264.0;36.0;137.0;124.0;508.0;571.0;19.0;13.0;63.0;156.0;137.0;351
50;MS;2000;3405.0;281;33;246.0;314.0;41.0;259.0;273.0;577.0;651.0;38.0;30.0;72.0;297.0;303.0;448
50;MS;2001;3748.0;235;32;190.0;267.0;35.0;265.0;277.0;555.0;621.0;29.0;31.0;64.0;294.0;308.0;395
50;MS;2002;3453.0;283;30;203.0;313.0;34.0;284.0;298.0;605.0;684.0;41.0;35.0;77.0;325.0;333.0;421
50;MS;2003;3580.0;318;26;240.0;344.0;35.0;268.0;355.0;640.0;705.0;35.0;27.0;64.0;303.0;382.0;430
50;MS;2004;3155.0;296;23;217.0;319.0;24.0;245.0;342.0;601.0;656.0;24.0;30.0;55.0;269.0;372.0;387
50;MS;2005;3312.0;278;30;195.0;308.0;26.0;230.0;316.0;561.0;631.0;38.0;31.0;70.0;268.0;347.0;345
50;MS;2006;3395.0;295;20;215.0;315.0;17.0;265.0;342.0;627.0;683.0;29.0;24.0;55.0;294.0;366.0;370
50;MS;2007;3511.0;312;28;222.0;340.0;29.0;274.0;341.0;641.0;710.0;39.0;28.0;67.0;314.0;369.0;401
50;MS;2008;3277.0;318;27;229.0;345.0;22.0;274.0;339.0;639.0;699.0;38.0;22.0;60.0;312.0;361.0;392
50;MS;2009;2931.0;328;26;244.0;354.0;28.0;276.0;374.0;660.0;725.0;40.0;25.0;65.0;316.0;399.0;429
50;MS;2010;2497.0;267;25;186.0;292.0;21.0;238.0;336.0;579.0;656.0;33.0;38.0;76.0;271.0;374.0;344
50;MS;2011;2393.0;274;33;194.0;307.0;35.0;214.0;376.0;595.0;673.0;38.0;40.0;78.0;252.0;416.0;368
50;MS;2012;2358.0;267;24;175.0;291.0;13.0;196.0;402.0;606.0;683.0;32.0;45.0;77.0;228.0;447.0;337
50;MS;2013;2159.0;243;22;148.0;265.0;24.0;192.0;360.0;555.0;630.0;34.0;40.0;75.0;226.0;400.0;318
50;MS;2014;2403.0;283;39;206.0;322.0;20.0;218.0;388.0;615.0;700.0;40.0;44.0;85.0;258.0;432.0;357
50;MS;2015;2930.0;241;23;171.0;264.0;19.0;205.0;367.0;576.0;634.0;20.0;38.0;58.0;225.0;405.0;316
50;MS;2016;3328.0;248;26;159.0;274.0;25.0;211.0;369.0;591.0;671.0;34.0;46.0;80.0;245.0;415.0;326
50;MS;2017;4287.0;250;25;158.0;275.0;21.0;209.0;385.0;597.0;659.0;28.0;33.0;61.0;237.0;418.0;327
50;MS;2018;3227.0;214;25;119.0;239.0;21.0;182.0;320.0;506.0;572.0;28.0;38.0;66.0;210.0;358.0;243
50;MS;2019;2584.0;174;17;98.0;191.0;14.0;146.0;280.0;430.0;491.0;35.0;26.0;61.0;181.0;306.0;216
50;MS;2020;2943.0;151;26;90.0;177.0;25.0;141.0;278.0;420.0;491.0;32.0;38.0;71.0;173.0;316.0;207
50;MS;2021;2646.0;193;15;124.0;208.0;35.0;135.0;346.0;484.0;551.0;24.0;42.0;66.0;160.0;388.0;273
51;MT;1996;386.0;229;39;196.0;269.0;38.0;0.0;0.0;568.0;660.0;0.0;0.0;87.0;0.0;0.0;427
51;MT;1997;398.0;268;34;189.0;302.0;36.0;91.0;212.0;673.0;766.0;21.0;23.0;88.0;113.0;235.0;437
51;MT;1998;490.0;311;44;255.0;356.0;46.0;176.0;364.0;737.0;832.0;23.0;46.0;93.0;200.0;411.0;537
51;MT;1999;441.0;304;33;218.0;337.0;35.0;200.0;387.0;751.0;822.0;23.0;34.0;71.0;223.0;421.0;476
51;MT;2000;340.0;396;26;325.0;422.0;43.0;303.0;561.0;909.0;990.0;33.0;47.0;81.0;336.0;608.0;691
51;MT;2001;323.0;384;43;286.0;427.0;42.0;276.0;573.0;880.0;973.0;33.0;56.0;92.0;309.0;629.0;582
51;MT;2002;393.0;377;37;279.0;414.0;45.0;283.0;549.0;856.0;948.0;37.0;53.0;92.0;320.0;602.0;582
51;MT;2003;436.0;368;38;270.0;406.0;40.0;266.0;544.0;818.0;908.0;34.0;53.0;90.0;300.0;597.0;555
51;MT;2004;431.0;352;49;236.0;401.0;36.0;234.0;512.0;754.0;853.0;39.0;60.0;99.0;273.0;572.0;454
51;MT;2005;507.0;373;34;265.0;407.0;32.0;227.0;579.0;815.0;907.0;38.0;51.0;89.0;265.0;631.0;487
51;MT;2006;589.0;394;33;282.0;427.0;22.0;212.0;605.0;825.0;896.0;28.0;42.0;70.0;241.0;647.0;497
51;MT;2007;613.0;334;34;248.0;368.0;35.0;230.0;561.0;794.0;889.0;41.0;54.0;95.0;271.0;615.0;542
51;MT;2008;701.0;390;38;291.0;428.0;36.0;211.0;630.0;851.0;937.0;27.0;57.0;86.0;238.0;687.0;572
51;MT;2009;951.0;425;44;309.0;469.0;44.0;209.0;682.0;905.0;1000.0;38.0;55.0;94.0;247.0;738.0;573
51;MT;2010;1129.0;434;28;310.0;462.0;27.0;217.0;667.0;890.0;972.0;26.0;54.0;80.0;243.0;722.0;566
51;MT;2011;1271.0;439;35;320.0;474.0;34.0;227.0;679.0;920.0;1009.0;27.0;60.0;87.0;254.0;740.0;602
51;MT;2012;1135.0;498;46;375.0;544.0;37.0;218.0;732.0;972.0;1074.0;35.0;62.0;100.0;253.0;794.0;641
51;MT;2013;1174.0;515;26;404.0;541.0;34.0;243.0;798.0;1064.0;1158.0;28.0;62.0;91.0;271.0;860.0;745
51;MT;2014;1171.0;587;49;463.0;636.0;45.0;278.0;946.0;1247.0;1358.0;33.0;76.0;111.0;311.0;1022.0;854
51;MT;2015;1190.0;481;48;392.0;529.0;50.0;221.0;843.0;1082.0;1203.0;30.0;88.0;118.0;251.0;931.0;769
51;MT;2016;998.0;480;36;386.0;516.0;38.0;218.0;845.0;1074.0;1180.0;26.0;77.0;104.0;244.0;922.0;752
51;MT;2017;1003.0;432;31;332.0;463.0;40.0;222.0;780.0;1010.0;1102.0;22.0;70.0;92.0;244.0;850.0;669
51;MT;2018;949.0;395;30;295.0;425.0;31.0;193.0;695.0;901.0;989.0;16.0;71.0;88.0;209.0;766.0;566
51;MT;2019;682.0;336;30;247.0;366.0;33.0;157.0;639.0;808.0;895.0;27.0;56.0;84.0;185.0;696.0;490
51;MT;2020;863.0;395;35;309.0;430.0;40.0;182.0;689.0;878.0;987.0;25.0;79.0;105.0;207.0;770.0;584
51;MT;2021;887.0;348;25;261.0;373.0;30.0;191.0;610.0;806.0;888.0;19.0;62.0;81.0;210.0;672.0;529
15;PA;1996;318.0;310;38;174.0;348.0;31.0;1.0;0.0;622.0;700.0;0.0;0.0;78.0;1.0;0.0;349
15;PA;1997;371.0;359;27;211.0;386.0;36.0;28.0;237.0;678.0;754.0;2.0;23.0;76.0;30.0;260.0;407
15;PA;1998;407.0;410;28;240.0;438.0;29.0;56.0;472.0;707.0;774.0;10.0;45.0;67.0;66.0;517.0;436
15;PA;1999;325.0;297;16;175.0;314.0;18.0;66.0;462.0;601.0;642.0;1.0;31.0;39.0;67.0;494.0;344
15;PA;2000;261.0;388;30;247.0;418.0;24.0;88.0;603.0;743.0;806.0;7.0;55.0;63.0;95.0;658.0;461
15;PA;2001;347.0;469;46;289.0;515.0;46.0;96.0;725.0;869.0;966.0;20.0;74.0;97.0;116.0;799.0;543
15;PA;2002;388.0;601;31;373.0;632.0;33.0;127.0;974.0;1119.0;1192.0;10.0;62.0;73.0;137.0;1036.0;694
15;PA;2003;321.0;700;47;466.0;747.0;45.0;137.0;1159.0;1311.0;1405.0;15.0;78.0;93.0;152.0;1237.0;871
15;PA;2004;286.0;768;43;539.0;811.0;42.0;143.0;1274.0;1426.0;1519.0;14.0;77.0;93.0;157.0;1351.0;969
15;PA;2005;306.0;1024;57;708.0;1082.0;56.0;155.0;1625.0;1797.0;1926.0;26.0;101.0;127.0;181.0;1726.0;1195
15;PA;2006;388.0;1130;55;771.0;1185.0;71.0;139.0;1749.0;1930.0;2073.0;21.0;118.0;140.0;160.0;1867.0;1295
15;PA;2007;329.0;1197;66;859.0;1263.0;58.0;164.0;1841.0;2049.0;2194.0;26.0;112.0;144.0;190.0;1953.0;1385
15;PA;2008;357.0;1553;82;1160.0;1635.0;89.0;186.0;2445.0;2687.0;2860.0;27.0;139.0;169.0;213.0;2585.0;1929
15;PA;2009;435.0;1635;82;1242.0;1717.0;84.0;189.0;2558.0;2802.0;2989.0;23.0;152.0;180.0;213.0;2711.0;2038
15;PA;2010;434.0;1819;115;1469.0;1935.0;126.0;236.0;2998.0;3286.0;3521.0;30.0;197.0;231.0;266.0;3198.0;2502
15;PA;2011;493.0;1679;79;1292.0;1758.0;106.0;217.0;2629.0;2881.0;3073.0;27.0;154.0;186.0;245.0;2787.0;2077
15;PA;2012;618.0;1684;114;1310.0;1799.0;119.0;221.0;2738.0;2993.0;3236.0;27.0;202.0;232.0;248.0;2942.0;2138
15;PA;2013;701.0;1691;93;1253.0;1785.0;121.0;240.0;2830.0;3157.0;3405.0;35.0;190.0;231.0;276.0;3025.0;2229
15;PA;2014;848.0;1705;116;1331.0;1821.0;132.0;194.0;2912.0;3189.0;3446.0;21.0;221.0;249.0;216.0;3135.0;2305
15;PA;2015;1055.0;1827;109;1462.0;1936.0;144.0;202.0;3138.0;3401.0;3675.0;20.0;236.0;261.0;222.0;3375.0;2539
15;PA;2016;1220.0;2137;129;1776.0;2266.0;178.0;243.0;3597.0;3921.0;4223.0;14.0;274.0;294.0;257.0;3871.0;3048
15;PA;2017;1049.0;2322;129;1939.0;2451.0;202.0;308.0;3858.0;4255.0;4575.0;21.0;286.0;311.0;329.0;4144.0;3362
15;PA;2018;934.0;2285;132;2004.0;2418.0;197.0;269.0;3827.0;4185.0;4528.0;32.0;282.0;323.0;301.0;4113.0;3439
15;PA;2019;743.0;1690;100;1359.0;1791.0;135.0;201.0;2887.0;3155.0;3405.0;21.0;204.0;232.0;222.0;3093.0;2342
15;PA;2020;795.0;1369;84;1101.0;1454.0;99.0;176.0;2381.0;2605.0;2809.0;23.0;166.0;193.0;199.0;2547.0;1886
15;PA;2021;641.0;1366;87;1106.0;1453.0;100.0;152.0;2425.0;2627.0;2847.0;17.0;185.0;208.0;169.0;2611.0;1939
25;PB;1996;234.0;259;43;148.0;302.0;41.0;0.0;0.0;530.0;636.0;0.0;0.0;106.0;0.0;0.0;275
25;PB;1997;299.0;225;21;166.0;247.0;27.0;26.0;67.0;449.0;492.0;1.0;8.0;42.0;27.0;75.0;327
25;PB;1998;267.0;215;24;165.0;239.0;24.0;25.0;82.0;414.0;455.0;6.0;5.0;41.0;31.0;87.0;291
25;PB;1999;237.0;189;13;138.0;202.0;19.0;34.0;111.0;369.0;403.0;13.0;7.0;34.0;47.0;118.0;256
25;PB;2000;705.0;277;20;227.0;297.0;32.0;52.0;351.0;463.0;507.0;7.0;32.0;44.0;59.0;383.0;372
25;PB;2001;1079.0;264;24;211.0;288.0;23.0;47.0;298.0;439.0;484.0;9.0;31.0;45.0;56.0;329.0;346
25;PB;2002;1159.0;299;22;227.0;322.0;25.0;44.0;405.0;551.0;607.0;7.0;26.0;46.0;51.0;432.0;425
25;PB;2003;1520.0;325;14;260.0;339.0;22.0;44.0;458.0;579.0;616.0;4.0;25.0;35.0;48.0;484.0;459
25;PB;2004;1511.0;333;17;257.0;350.0;41.0;40.0;493.0;611.0;675.0;5.0;47.0;60.0;45.0;540.0;472
25;PB;2005;1908.0;378;25;310.0;403.0;36.0;43.0;563.0;683.0;745.0;7.0;45.0;62.0;50.0;608.0;543
25;PB;2006;2269.0;434;24;373.0;458.0;39.0;38.0;648.0;762.0;825.0;9.0;49.0;62.0;47.0;697.0;628
25;PB;2007;2565.0;432;29;372.0;461.0;42.0;32.0;704.0;793.0;864.0;8.0;55.0;69.0;40.0;759.0;656
25;PB;2008;3620.0;531;30;447.0;561.0;49.0;42.0;852.0;942.0;1029.0;8.0;76.0;87.0;50.0;928.0;750
25;PB;2009;4136.0;660;50;608.0;710.0;67.0;41.0;1069.0;1164.0;1263.0;10.0;84.0;98.0;51.0;1153.0;1019
25;PB;2010;4201.0;782;52;733.0;834.0;79.0;48.0;1227.0;1336.0;1455.0;8.0;98.0;119.0;56.0;1325.0;1208
25;PB;2011;3913.0;847;68;820.0;915.0;108.0;65.0;1324.0;1474.0;1614.0;18.0;117.0;140.0;83.0;1441.0;1379
25;PB;2012;4329.0;842;59;767.0;901.0;89.0;81.0;1176.0;1388.0;1525.0;8.0;119.0;137.0;89.0;1295.0;1224
25;PB;2013;4039.0;829;64;770.0;893.0;84.0;86.0;1187.0;1424.0;1551.0;12.0;104.0;126.0;98.0;1292.0;1258
25;PB;2014;4451.0;812;57;759.0;869.0;81.0;72.0;1244.0;1433.0;1551.0;13.0;98.0;117.0;85.0;1342.0;1253
25;PB;2015;4330.0;771;57;737.0;828.0;73.0;76.0;1222.0;1406.0;1522.0;14.0;84.0;111.0;90.0;1306.0;1264
25;PB;2016;5188.0;654;45;597.0;699.0;62.0;68.0;1099.0;1248.0;1355.0;15.0;88.0;107.0;83.0;1187.0;1060
25;PB;2017;5136.0;668;41;591.0;709.0;51.0;85.0;1151.0;1253.0;1341.0;11.0;76.0;88.0;96.0;1227.0;1054
25;PB;2018;4714.0;618;34;557.0;652.0;56.0;55.0;1085.0;1161.0;1244.0;10.0;71.0;82.0;65.0;1156.0;1006
25;PB;2019;4343.0;420;21;371.0;441.0;39.0;45.0;800.0;880.0;953.0;11.0;53.0;72.0;56.0;853.0;722
25;PB;2020;4808.0;487;40;457.0;527.0;56.0;67.0;929.0;1047.0;1141.0;16.0;75.0;94.0;83.0;1004.0;919
25;PB;2021;5001.0;522;32;491.0;554.0;43.0;76.0;927.0;1061.0;1144.0;15.0;63.0;83.0;91.0;990.0;930
26;PE;1996;2172.0;1442;84;1272.0;1529.0;150.0;1.0;0.0;2773.0;3022.0;0.0;0.0;245.0;1.0;0.0;2325
26;PE;1997;2850.0;1954;98;1779.0;2057.0;145.0;313.0;586.0;3463.0;3713.0;33.0;37.0;243.0;347.0;624.0;3000
26;PE;1998;3453.0;2437;122;2221.0;2560.0;196.0;485.0;1106.0;4141.0;4423.0;60.0;65.0;277.0;545.0;1171.0;3651
26;PE;1999;3401.0;2282;130;2166.0;2414.0;206.0;528.0;2186.0;3949.0;4217.0;55.0;143.0;265.0;583.0;2329.0;3610
26;PE;2000;941.0;2317;153;2190.0;2470.0;212.0;476.0;3003.0;3980.0;4290.0;70.0;202.0;310.0;546.0;3205.0;3617
